2931,4
2932,3
2933,4
2934,1
2935,4
2936,1
2937,4
2938,3
2939,3
2940,3
2941,1
2942,3
2943,3
2944,3
2945,4
2946,1
2947,3
2948,3
2949,3
2950,4
2951,3
2952,3
2953,3
2954,3
2955,4
2956,1
2957,3
2958,4
2959,4
2960,3
2961,3
2962,4
2963,1
2964,3
2965,4
2966,1
2967,4
2968,4
2969,3
2970,1
2971,3
2972,1
2973,4
2974,3
2975,4
2976,3
2977,2
2978,4
2979,4
2980,4
2981,4
2982,1
2983,3
2984,4
2985,4
2986,4
2987,3
2988,1
2989,4
2990,1
2991,1
2992,4
2993,1
2994,4
2995,4
2996,4
2997,1
2998,4
2999,2
3000,1
3001,1
3002,2
3003,4
3004,3
3005,4
3006,3
3007,1
3008,3
3009,3
3010,1
3011,3
3012,2
3013,3
3014,4
3015,4
3016,4
3017,1
3018,3
3019,4
3020,3
3021,4
3022,3
3023,3
3024,3
3025,2
3026,4
3027,3
3028,1
3029,3
3030,4
3031,4
3032,1
3033,4
3034,3
3035,3
3036,1
3037,4
3038,3
3039,4
3040,2
3041,4
3042,3
3043,1
3044,2
3045,3
3046,3
3047,4
3048,1
3049,4
3050,4
3051,4
3052,4
3053,3
3054,3
3055,4
3056,1
3057,4
3058,4
3059,3
3060,4
3061,2
3062,1
3063,1
3064,1
3065,4
3066,3
3067,3
3068,4
3069,1
3070,2
3071,4
3072,2
3073,3
3074,4
3075,3
3076,3
3077,4
3078,4
3079,4
3080,3
3081,3
3082,3
3083,3
3084,4
3085,3
3086,3
3087,3
3088,3
3089,4
3090,1
3091,3
3092,4
3093,2
3094,1
3095,3
3096,4
3097,4
3098,3
3099,4
3100,4
3101,1
3102,1
3103,2
3104,4
3105,3
3106,3
3107,4
3108,4
3109,1
3110,4
3111,4
3112,1
3113,3
3114,4
3115,4
3116,3
3117,3
3118,2
3119,4
3120,4
3121,4
3122,3
3123,1
3124,4
3125,1
3126,4
3127,1
3128,2
3129,4
3130,4
3131,4
3132,2
3133,4
3134,4
3135,4
3136,3
3137,4
3138,3
3139,3
3140,3
3141,3
3142,4
3143,2
3144,1
3145,3
3146,3
3147,4
3148,4
3149,2
3150,3
3151,1
3152,3
3153,3
3154,4
3155,1
3156,1
3157,3
3158,4
3159,4
3160,4
3161,3
3162,1
3163,4
3164,2
3165,3
3166,1
3167,3
3168,3
3169,1
3170,4
3171,1
3172,1
3173,1
3174,4
3175,3
3176,2
3177,4
3178,2
3179,1
3180,4
3181,4
3182,4
3183,2
3184,1
3185,4
3186,4
3187,3
3188,1
3189,3
3190,1
3191,4
3192,1
3193,3
3194,1
3195,1
3196,3
3197,1
3198,3
3199,1
3200,3
3201,3
3202,3
3203,3
3204,3
3205,3
3206,1
3207,2
3208,1
3209,1
3210,4
3211,4
3212,4
3213,4
3214,2
3215,3
3216,3
3217,2
3218,3
3219,4
3220,1
3221,4
3222,3
3223,4
3224,4
3225,4
3226,3
3227,3
3228,3
3229,3
3230,3
3231,1
3232,4
3233,2
3234,1
3235,4
3236,1
3237,4
3238,3
3239,3
3240,4
3241,4
3242,1
3243,4
3244,1
3245,3
3246,4
3247,4
3248,1
3249,4
3250,4
3251,2
3252,3
3253,4
3254,4
3255,3
3256,4
3257,4
3258,3
3259,4
3260,3
3261,1
3262,3
3263,1
3264,4
3265,3
3266,3
3267,4
3268,2
3269,3
3270,1
3271,4
3272,4
3273,4
3274,3
3275,1
3276,1
3277,4
3278,4
3279,3
3280,4
3281,4
3282,3
3283,4
3284,4
3285,1
3286,3
3287,3
3288,4
3289,4
3290,2
3291,3
3292,4
3293,4
3294,3
3295,1
3296,4
3297,4
3298,1
3299,2
3300,2
3301,3
3302,1
3303,1
3304,3
3305,4
3306,4
3307,1
3308,1
3309,1
3310,3
3311,4
3312,1
3313,3
3314,4
3315,4
3316,1
3317,4
3318,3
3319,1
3320,1
3321,4
3322,3
3323,1
3324,1
3325,1
3326,4
3327,3
3328,2
3329,1
3330,3
3331,4
3332,3
3333,4
3334,4
3335,3
3336,2
3337,4
3338,1
3339,4
3340,4
3341,1
3342,1
3343,4
3344,4
3345,4
3346,3
3347,3
3348,3
3349,3
3350,4
3351,2
3352,3
3353,4
3354,4
3355,3
3356,1
3357,1
3358,1
3359,4
3360,2
3361,2
3362,4
3363,4
3364,1
3365,3
3366,3
3367,1
3368,3
3369,3
3370,3
3371,3
3372,3
3373,4
3374,3
3375,4
3376,3
3377,3
3378,1
3379,3
3380,4
3381,1
3382,4
3383,2
3384,4
3385,1
3386,2
3387,1
3388,4
3389,3
3390,4
3391,4
3392,4
3393,3
3394,1
3395,4
3396,3
3397,3
3398,4
3399,3
3400,2
3401,1
3402,4
3403,4
3404,1
3405,3
3406,4
3407,1
3408,4
3409,1
3410,4
3411,3
3412,4
3413,3
3414,4
3415,1
3416,4
3417,2
3418,1
3419,3
3420,4
3421,4
3422,3
3423,4
3424,2
3425,1
3426,4
3427,1
3428,3
3429,3
3430,1
3431,3
3432,4
3433,4
3434,1
3435,3
3436,3
3437,1
3438,3
3439,1
3440,1
3441,1
3442,4
3443,4
3444,4
3445,1
3446,3
3447,1
3448,3
3449,4
3450,3
3451,3
3452,4
3453,3
3454,1
3455,1
3456,4
3457,1
3458,4
3459,3
3460,3
3461,1
3462,2
3463,4
3464,4
3465,4
3466,4
3467,1
3468,2
3469,1
3470,1
3471,3
3472,3
3473,4
3474,4
3475,1
3476,1
3477,1
3478,2
3479,4
3480,4
3481,1
3482,1
3483,1
3484,1
3485,1
3486,4
3487,4
3488,2
3489,3
3490,1
3491,4
3492,3
3493,4
3494,4
3495,1
3496,2
3497,4
3498,4
3499,4
3500,4
3501,2
3502,4
3503,3
3504,1
3505,3
3506,3
3507,1
3508,4
3509,4
3510,3
3511,2
3512,1
3513,3
3514,1
3515,1
3516,4
3517,4
3518,1
3519,2
3520,3
3521,3
3522,1
3523,1
3524,4
3525,4
3526,4
3527,3
3528,1
3529,2
3530,4
3531,4
3532,4
3533,3
3534,4
3535,4
3536,1
3537,1
3538,1
3539,4
3540,4
3541,1
3542,4
3543,3
3544,3
3545,4
3546,1
3547,2
3548,3
3549,3
3550,2
3551,3
3552,3
3553,1
3554,4
3555,3
3556,3
3557,1
3558,4
3559,3
3560,3
3561,3
3562,3
3563,1
3564,4
3565,3
3566,2
3567,3
3568,4
3569,3
3570,3
3571,4
3572,4
3573,3
3574,1
3575,2
3576,3
3577,4
3578,3
3579,1
3580,4
3581,3
3582,1
3583,1
3584,3
3585,3
3586,4
3587,3
3588,1
3589,1
3590,1
3591,2
3592,1
3593,4
3594,4
3595,3
3596,3
3597,3
3598,2
3599,4
3600,3
3601,4
3602,4
3603,1
3604,4
3605,4
3606,4
3607,4
3608,1
3609,4
3610,1
3611,4
3612,4
3613,4
3614,1
3615,4
3616,4
3617,4
3618,1
3619,1
3620,1
3621,2
3622,4
3623,4
3624,3
3625,2
3626,1
3627,2
3628,4
3629,4
3630,1
3631,3
3632,1
3633,4
3634,3
3635,3
3636,1
3637,4
3638,1
3639,1
3640,2
3641,2
3642,2
3643,3
3644,1
3645,3
3646,4
3647,4
3648,1
3649,3
3650,4
3651,3
3652,3
3653,3
3654,4
3655,4
3656,4
3657,3
3658,4
3659,4
3660,1
3661,3
3662,2
3663,3
3664,4
3665,2
3666,3
3667,3
3668,4
3669,3
3670,3
3671,1
3672,4
3673,1
3674,4
3675,1
3676,2
3677,4
3678,3
3679,4
3680,3
3681,4
3682,1
3683,3
3684,4
3685,4
3686,2
3687,2
3688,1
3689,3
3690,3
3691,2
3692,2
3693,3
3694,2
3695,1
3696,4
3697,3
3698,1
3699,3
3700,1
3701,3
3702,4
3703,3
3704,2
3705,1
3706,1
3707,1
3708,3
3709,4
3710,4
3711,3
3712,4
3713,3
3714,1
3715,1
3716,1
3717,3
3718,3
3719,4
3720,1
3721,4
3722,3
3723,3
