2931,4
2932,3
2933,3
2934,1
2935,4
2936,2
2937,1
2938,3
2939,4
2940,1
2941,1
2942,2
2943,4
2944,4
2945,4
2946,3
2947,3
2948,3
2949,3
2950,3
2951,3
2952,2
2953,4
2954,3
2955,3
2956,2
2957,4
2958,3
2959,3
2960,3
2961,3
2962,2
2963,1
2964,3
2965,3
2966,1
2967,4
2968,3
2969,3
2970,2
2971,3
2972,4
2973,2
2974,1
2975,4
2976,3
2977,2
2978,1
2979,4
2980,4
2981,4
2982,1
2983,4
2984,4
2985,4
2986,3
2987,2
2988,1
2989,4
2990,2
2991,3
2992,4
2993,3
2994,4
2995,4
2996,4
2997,3
2998,4
2999,2
3000,2
3001,1
3002,1
3003,4
3004,3
3005,4
3006,3
3007,1
3008,4
3009,3
3010,4
3011,3
3012,2
3013,3
3014,4
3015,2
3016,4
3017,4
3018,3
3019,4
3020,4
3021,4
3022,3
3023,3
3024,2
3025,2
3026,3
3027,4
3028,1
3029,3
3030,3
3031,3
3032,1
3033,2
3034,2
3035,3
3036,3
3037,4
3038,3
3039,3
3040,4
3041,3
3042,3
3043,1
3044,2
3045,2
3046,1
3047,3
3048,1
3049,3
3050,1
3051,4
3052,4
3053,3
3054,4
3055,4
3056,2
3057,4
3058,4
3059,1
3060,4
3061,1
3062,1
3063,2
3064,1
3065,4
3066,3
3067,3
3068,4
3069,1
3070,2
3071,4
3072,2
3073,4
3074,4
3075,4
3076,3
3077,3
3078,3
3079,3
3080,4
3081,4
3082,4
3083,3
3084,1
3085,4
3086,4
3087,3
3088,3
3089,4
3090,1
3091,3
3092,3
3093,3
3094,1
3095,3
3096,4
3097,3
3098,3
3099,3
3100,4
3101,1
3102,1
3103,1
3104,4
3105,3
3106,4
3107,4
3108,4
3109,1
3110,4
3111,3
3112,2
3113,4
3114,4
3115,3
3116,3
3117,3
3118,1
3119,4
3120,4
3121,4
3122,3
3123,3
3124,4
3125,1
3126,3
3127,2
3128,4
3129,4
3130,4
3131,3
3132,2
3133,4
3134,4
3135,4
3136,3
3137,4
3138,4
3139,4
3140,3
3141,4
3142,4
3143,1
3144,2
3145,4
3146,3
3147,3
3148,3
3149,4
3150,3
3151,3
3152,4
3153,2
3154,4
3155,4
3156,3
3157,3
3158,1
3159,2
3160,4
3161,3
3162,1
3163,1
3164,2
3165,3
3166,1
3167,3
3168,2
3169,4
3170,3
3171,1
3172,1
3173,1
3174,4
3175,3
3176,2
3177,1
3178,1
3179,1
3180,4
3181,4
3182,4
3183,2
3184,1
3185,4
3186,3
3187,3
3188,1
3189,3
3190,2
3191,4
3192,1
3193,4
3194,3
3195,4
3196,3
3197,1
3198,3
3199,1
3200,3
3201,3
3202,3
3203,3
3204,3
3205,4
3206,3
3207,2
3208,3
3209,1
3210,4
3211,3
3212,3
3213,3
3214,2
3215,3
3216,4
3217,2
3218,3
3219,4
3220,4
3221,4
3222,3
3223,4
3224,4
3225,4
3226,3
3227,4
3228,3
3229,3
3230,3
3231,1
3232,4
3233,2
3234,1
3235,2
3236,1
3237,1
3238,4
3239,3
3240,4
3241,4
3242,1
3243,4
3244,1
3245,3
3246,3
3247,4
3248,3
3249,4
3250,4
3251,1
3252,3
3253,3
3254,4
3255,3
3256,4
3257,3
3258,3
3259,4
3260,4
3261,2
3262,3
3263,3
3264,4
3265,3
3266,3
3267,4
3268,3
3269,3
3270,1
3271,4
3272,3
3273,4
3274,3
3275,3
3276,1
3277,4
3278,4
3279,4
3280,3
3281,1
3282,4
3283,4
3284,1
3285,3
3286,3
3287,2
3288,2
3289,3
3290,2
3291,3
3292,4
3293,3
3294,3
3295,1
3296,4
3297,3
3298,1
3299,3
3300,3
3301,3
3302,2
3303,1
3304,3
3305,4
3306,2
3307,1
3308,1
3309,3
3310,4
3311,3
3312,2
3313,2
3314,3
3315,4
3316,2
3317,4
3318,3
3319,1
3320,2
3321,4
3322,4
3323,1
3324,4
3325,1
3326,3
3327,3
3328,2
3329,1
3330,3
3331,4
3332,4
3333,4
3334,3
3335,3
3336,2
3337,4
3338,4
3339,4
3340,2
3341,1
3342,1
3343,3
3344,3
3345,4
3346,1
3347,4
3348,3
3349,3
3350,1
3351,3
3352,3
3353,4
3354,3
3355,2
3356,1
3357,1
3358,3
3359,4
3360,2
3361,2
3362,4
3363,3
3364,1
3365,4
3366,3
3367,1
3368,3
3369,3
3370,3
3371,4
3372,3
3373,3
3374,4
3375,4
3376,3
3377,3
3378,1
3379,3
3380,1
3381,1
3382,4
3383,2
3384,4
3385,1
3386,4
3387,2
3388,4
3389,3
3390,4
3391,4
3392,4
3393,3
3394,1
3395,3
3396,3
3397,3
3398,1
3399,3
3400,2
3401,2
3402,4
3403,4
3404,4
3405,3
3406,3
3407,3
3408,3
3409,1
3410,4
3411,3
3412,4
3413,3
3414,1
3415,3
3416,3
3417,1
3418,1
3419,3
3420,1
3421,4
3422,2
3423,3
3424,2
3425,2
3426,4
3427,1
3428,3
3429,3
3430,1
3431,3
3432,4
3433,3
3434,2
3435,3
3436,3
3437,1
3438,3
3439,1
3440,1
3441,3
3442,3
3443,4
3444,3
3445,1
3446,3
3447,4
3448,3
3449,3
3450,3
3451,3
3452,4
3453,3
3454,1
3455,1
3456,4
3457,1
3458,4
3459,3
3460,3
3461,1
3462,2
3463,4
3464,2
3465,3
3466,4
3467,3
3468,2
3469,3
3470,3
3471,3
3472,2
3473,3
3474,3
3475,1
3476,1
3477,4
3478,4
3479,4
3480,3
3481,3
3482,2
3483,4
3484,1
3485,3
3486,2
3487,3
3488,1
3489,4
3490,1
3491,4
3492,3
3493,4
3494,3
3495,3
3496,1
3497,4
3498,3
3499,3
3500,1
3501,3
3502,1
3503,3
3504,1
3505,4
3506,3
3507,1
3508,4
3509,3
3510,4
3511,1
3512,1
3513,4
3514,2
3515,3
3516,1
3517,4
3518,3
3519,1
3520,3
3521,2
3522,1
3523,1
3524,4
3525,1
3526,3
3527,3
3528,1
3529,1
3530,2
3531,4
3532,4
3533,4
3534,4
3535,4
3536,1
3537,1
3538,1
3539,1
3540,3
3541,3
3542,4
3543,4
3544,3
3545,3
3546,1
3547,2
3548,3
3549,3
3550,2
3551,3
3552,4
3553,3
3554,4
3555,3
3556,4
3557,3
3558,4
3559,4
3560,4
3561,4
3562,3
3563,3
3564,3
3565,3
3566,1
3567,3
3568,3
3569,3
3570,3
3571,4
3572,3
3573,3
3574,1
3575,4
3576,2
3577,3
3578,4
3579,3
3580,3
3581,4
3582,1
3583,2
3584,3
3585,4
3586,4
3587,3
3588,1
3589,3
3590,1
3591,2
3592,1
3593,4
3594,3
3595,3
3596,3
3597,4
3598,3
3599,3
3600,3
3601,4
3602,3
3603,1
3604,1
3605,3
3606,4
3607,3
3608,1
3609,3
3610,1
3611,4
3612,3
3613,3
3614,1
3615,4
3616,3
3617,1
3618,3
3619,1
3620,3
3621,2
3622,4
3623,4
3624,3
3625,1
3626,1
3627,2
3628,3
3629,4
3630,4
3631,3
3632,1
3633,3
3634,4
3635,3
3636,1
3637,1
3638,1
3639,1
3640,3
3641,2
3642,3
3643,2
3644,1
3645,1
3646,3
3647,3
3648,4
3649,3
3650,1
3651,4
3652,4
3653,3
3654,3
3655,4
3656,4
3657,4
3658,4
3659,4
3660,4
3661,2
3662,2
3663,3
3664,3
3665,2
3666,3
3667,2
3668,4
3669,3
3670,3
3671,2
3672,4
3673,1
3674,4
3675,4
3676,2
3677,4
3678,2
3679,3
3680,4
3681,3
3682,1
3683,3
3684,4
3685,3
3686,3
3687,3
3688,1
3689,3
3690,2
3691,1
3692,3
3693,3
3694,2
3695,4
3696,4
3697,3
3698,2
3699,3
3700,4
3701,3
3702,4
3703,3
3704,1
3705,1
3706,4
3707,1
3708,1
3709,4
3710,3
3711,3
3712,4
3713,2
3714,1
3715,1
3716,1
3717,3
3718,4
3719,4
3720,1
3721,1
3722,2
3723,3
